RNST	Renasant	Banks	"2.03B
"	0
RNW	ReNew Energy Global	Utilities-Renewable	"2.42B
"	0
RNWK	RealNetworks	Software	"41.52M
"	0
RNXT	RenovoRx	Biotechnology	"29.66M
"	0
ROAD	Construction Partners	Construction & Engineering	"1.41B
"	0
ROC	ROC Energy Acquisition	Blank Check / SPAC	"214.16M
"	0
ROCC	Ranger Oil	Oil & Gas E&P	"700.34M
"	0
ROCG	Roth CH Acquisition IV Co.	Blank Check / SPAC	"147.62M
"	0
ROCK	Gibraltar Industries	Building Products	"1.79B
"	0
ROCL	Roth CH Acquisition V Co.	Blank Check / SPAC	"126.14M
"	0
ROCR	Roth CH Acquisition III Co.	Blank Check / SPAC	"147.53M
"	0
ROIC	Retail Opportunity Investments	Equity Real Estate Investment Trusts...	"2.24B
"	0
ROIV	Roivant Sciences	Biotechnology	"4.95B
"	0
ROL	Rollins	Commercial Services & Supplies	"15.27B
"	0
ROLL	RBC Bearings	Machinery	"5.19B
"	0
ROOT	"""Root, Inc."""	Insurance-Property & Casualty	"530.25M
"	0
ROP	Roper Technologies	Industrial Conglomerates	"46.62B
"	0
ROSS	Ross Acquisition II	Blank Check / SPAC	"418.31M
"	0
ROST	Ross Stores	Specialty Retail	"34.82B
"	0
ROVR	Rover Group	Personal Services	"1.09B
"	0
RPAY	Repay Holdings	IT Services	"1.69B
"	0
RPD	Rapid7	Software	"5.56B
"	0
RPHM	Reneo Pharmaceuticals	Biotechnology	"153.14M
"	0
RPID	Rapid Micro Biosystems	Wireless Telecommunication Services	"306.42M
"	0
RPM	RPM International	Chemicals	"11.48B
"	0
RPRX	Royalty Pharma	Pharmaceuticals	"17.42B
"	0
RPT	RPT Realty	Equity Real Estate Investment Trusts...	"1.06B
"	0
RPTX	Repare Therapeutics	Biotechnology	"643.14M
"	0
RRAC	Rigel Resource Acquisition	Blank Check / SPAC	"334.13M
"	0
RRBI	Red River Bancshares	Banks	"374.73M
"	0
RRD	R.R. Donnelley & Sons Company	Commercial Services & Supplies	"839.37M
"	0
RRR	Red Rock Resorts	"""Hotels, Restaurants & Leisure"""	"2.74B
"	0
RRX	Regal Rexnord	Specialty Industrial Machinery	"11.08B
"	0
RS	Reliance Steel & Aluminum Co.	Metals & Mining	"9.93B
"	0
RSG	Republic Services	Commercial Services & Supplies	"39.95B
"	0
RSKD	Riskified	Software-Application	"1.20B
"	0
RSLS	ReShape Lifesciences	Health Care Equipment & Supplies	"22.76M
"	0
RSSS	Research Solutions	IT Services	"56.70M
"	0
RSVR	Reservoir Media	Entertainment	"420.29M
"	0
RTLR	Rattler Midstream LP	"""Oil, Gas & Consumable Fuels"""	"514.39M
"	0
RUBY	Rubius Therapeutics	Biotechnology	"606.59M
"	0
RUSHA	Rush Enterprises	Trading Companies & Distributors	"2.93B
"	0
RUSHB	Rush Enterprises	Auto & Truck Dealerships	"2.93B
"	0
RUTH	Ruth's Hospitality Group	"""Hotels, Restaurants & Leisure"""	"696.63M
"	0
RVAC	Riverview Acquisition	Blank Check / SPAC	"305.31M
"	0
RVI	Retail Value	Equity Real Estate Investment Trusts...	"65.89M
"	0
RVLP	RVL Pharmaceuticals	Biotechnology	"72.07M
"	0
RVLV	Revolve Group	Internet & Direct Marketing Retail	"3.79B
"	0
RVMD	Revolution Medicines	Biotechnology	"1.65B
"	0
RVNC	Revance Therapeutics	Pharmaceuticals	"970.67M
"	0
RVP	Retractable Technologies	Health Care Equipment & Supplies	"182.33M
"	0
RVPH	Reviva Pharmaceuticals Holdings	Biotechnology	"27.09M
"	0
RVSB	Riverview Bancorp	Thrifts & Mortgage Finance	"167.12M
"	0
RWAY	Runway Growth Finance	Credit Services	"543.33M
"	0
RWLK	ReWalk Robotics	Health Care Equipment & Supplies	"71.82M
"	0
RWT	Redwood Trust	Mortgage Real Estate Investment Trus...	"1.40B
"	0
RXDX	Prometheus Biosciences	Biotechnology	"1.41B
"	0
RXRA	RXR Acquisition	Blank Check / SPAC	"418.31M
"	0
RXRX	Recursion Pharmaceuticals	Biotechnology	"2.09B
"	0
RXST	RxSight	Medical Devices	"302.81M
"	0
RXT	Rackspace Technology	Software-Infrastructure	"2.63B
"	0
RYAAY	Ryanair Holdings	Airlines	"26.29B
"	0
RYAM	Rayonier Advanced Materials	Chemicals	"394.53M
"	0
RYB	RYB Education	Diversified Consumer Services	"46.90M
"	0
RYI	Ryerson Holding	Metals & Mining	"813.19M
"	0
RYN	Rayonier	Equity Real Estate Investment Trusts...	"5.18B
"	0
RYTM	Rhythm Pharmaceuticals	Biotechnology	"385.06M
"	0
RZLT	Rezolute	Biotechnology	"72.41M
"	0
SA	Seabridge Gold	Metals & Mining	"1.26B
"	0
SABR	Sabre	IT Services	"3.04B
"	0
SABS	SAB Biotherapeutics	Biotechnology	"253.89M
"	0
SACH	Sachem Capital	Thrifts & Mortgage Finance	"174.01M
"	0
SAFM	Sanderson Farms	Food Products	"4.11B
"	0
SAFT	Safety Insurance Group	Insurance	"1.25B
"	0
SAGA	Sagaliam Acquisition	Blank Check / SPAC	"141.81M
"	0
SAH	Sonic Automotive	Specialty Retail	"2.10B
"	0
SAIA	"""Saia, Inc."""	Road & Rail	"7.89B
"	0
SAIC	Science Applications International	IT Services	"4.69B
"	0
SAIL	SailPoint Technologies Holdings	Software	"3.72B
"	0
SAL	Salisbury Bancorp	Banks	"166.69M
"	0
SAM	The Boston Beer Company	Beverages	"5.22B
"	0
SAMA	Schultze Special Purpose Acquisition II	Blank Check / SPAC	"183.00M
"	0
SAMG	Silvercrest Asset Management Group	Capital Markets	"164.39M
"	0
SANA	Sana Biotechnology	Biotechnology	"1.66B
"	0
SANB	Sanaby Health Acquisition I	Blank Check / SPAC	"194.61M
"	0
SANG	Sangoma Technologies	Software-Infrastructure	"343.30M
"	0
SANM	Sanmina	"""Electronic Equipment, Instruments & C..."""	"2.54B
"	0
SANW	S&W Seed Company	Food Products	"90.98M
"	0
SAP	SAP SE	Software	"150.61B
"	0
SAR	Saratoga Investment	Capital Markets	"334.01M
"	0
SASR	Sandy Spring Bancorp	Banks	"2.15B
"	0
SATL	Satellogic	Shell Companies	"182.18M
"	0
SATS	EchoStar	Communications Equipment	"2.14B
"	0
SBAC	SBA Communications	Equity Real Estate Investment Trusts...	"35.07B
"	0
SBEA	SilverBox Engaged Merger I	Blank Check / SPAC	"420.90M
"	0
SBET	SharpLink Gaming	Gambling	"39.33M
"	0
SBEV	Splash Beverage Group	Beverages-Brewers	"129.17M
"	0
SBFG	SB Financial Group	Banks	"145.17M
"	0
SBGI	Sinclair Broadcast Group	Media	"2.08B
"	0
SBH	Sally Beauty Holdings	Specialty Retail	"1.95B
"	0
SBII	Sandbridge X2	Blank Check / SPAC	"288.79M
"	0
SBLK	Star Bulk Carriers	Marine	"2.44B
"	0
SBNY	Signature Bank	Banks	"19.32B
"	0
SBOW	SilverBow Resources	"""Oil, Gas & Consumable Fuels"""	"384.14M
"	0
SBR	Sabine Royalty Trust	"""Oil, Gas & Consumable Fuels"""	"753.60M
"	0
SBRA	Sabra Health Care REIT	Equity Real Estate Investment Trusts...	"3.05B
"	0
SBSI	Southside Bancshares	Banks	"1.35B
"	0
SBSW	Sibanye Stillwater	Metals & Mining	"10.54B
"	0
SBT	Sterling Bancorp	Thrifts & Mortgage Finance	"304.21M
"	0
SBTX	Silverback Therapeutics	Biotechnology	"170.40M
"	0
SCAQ	Stratim Cloud Acquisition	Blank Check / SPAC	"304.06M
"	0
SCCO	Southern Copper	Metals & Mining	"50.37B
"	0
SCHL	Scholastic	Media	"1.41B
"	0
SCHN	Schnitzer Steel Industries	Metals & Mining	"1.11B
"	0
SCI	Service Corporation International	Diversified Consumer Services	"10.20B
"	0
SCKT	Socket Mobile	"""Technology Hardware, Storage & Periph..."""	"26.56M
"	0
SCL	Stepan Company	Chemicals	"2.47B
"	0
SCLE	Broadscale Acquisition	Blank Check / SPAC	"424.78M
"	0
SCM	Stellus Capital Investment	Capital Markets	"267.54M
"	0
SCMA	Seaport Calibre Materials Acquisition	Blank Check / SPAC	"160.31M
"	0
SCOA	ScION Tech Growth I	Blank Check / SPAC	"702.22M
"	0
SCOB	ScION Tech Growth II	Blank Check / SPAC	"420.04M
"	0
SCOR	Comscore	Media	"277.25M
"	0
SCPH	scPharmaceuticals	Pharmaceuticals	"136.78M
"	0
SCPL	SciPlay	Entertainment	"315.54M
"	0
SCPS	Scopus Biopharma	Biotechnology	"23.41M
"	0
SCRM	Screaming Eagle Acquisition	Blank Check / SPAC	"930.94M
"	0
SCS	Steelcase	Commercial Services & Supplies	"1.38B
"	0
SCSC	ScanSource	"""Electronic Equipment, Instruments & C..."""	"812.89M
"	0
SCU	Sculptor Capital Management	Capital Markets	"504.45M
"	0
SCUA	Sculptor Acquisition I	Blank Check / SPAC	"252.50M
"	0
SCVL	Shoe Carnival	Specialty Retail	"968.89M
"	0
SCVX	SCVX Corp.	Shell Companies	"284.05M
"	0
SCWX	SecureWorks	Software	"1.24B
"	0
SCX	The L.S. Starrett Company	Machinery	"60.50M
"	0
SCYX	SCYNEXIS	Pharmaceuticals	"124.78M
"	0
SD	SandRidge Energy	"""Oil, Gas & Consumable Fuels"""	"440.09M
"	0
SDAC	Sustainable Development Acquisition I	Blank Check / SPAC	"383.85M
"	0
SDGR	Schrodinger	Health Care Technology	"2.10B
"	0
SDIG	Stronghold Digital Mining	Internet Software & Services	"443.19M
"	0
SDPI	Superior Drilling Products	Energy Equipment & Services	"21.13M
"	0
SEAC	SeaChange International	Software	"45.77M
"	0
SEAS	SeaWorld Entertainment	"""Hotels, Restaurants & Leisure"""	"4.72B
"	0
SEAT	Vivid Seats	Internet Content & Information	"721.01M
"	0
SEB	Seaboard	Food Products	"4.42B
"	0
SECO	Secoo Holding	Internet & Direct Marketing Retail	"27.48M
"	0
SEDA	SDCL EDGE Acquisition	Blank Check / SPAC	"211.09M
"	0
SEDG	SolarEdge Technologies	Semiconductors & Semiconductor Equipment	"12.72B
"	0
SEED	Origin Agritech	Food Products	"26.63M
"	0
SEEL	Seelos Therapeutics	Pharmaceuticals	"123.43M
"	0
SEER	"""Seer, Inc."""	Life Sciences Tools & Services	"1.07B
"	0
SEIC	SEI Investments Company	Capital Markets	"8.18B
"	0
SELB	Selecta Biosciences	Biotechnology	"298.62M
"	0
SEM	Select Medical Holdings	Health Care Providers & Services	"3.15B
"	0
SEMR	SEMrush Holdings	Software	"2.54B
"	0
SENEA	Seneca Foods	Food Products	"407.34M
"	0
SENEB	Seneca Foods	Food Products	"406.21M
"	0
SERA	Sera Prognostics	Diagnostics & Research	"215.70M
"	0
SESN	Sesen Bio	Biotechnology	"146.03M
"	0
SEV	Sono Group	Auto Manufacturers	"436.07M
"	0
SFBS	ServisFirst Bancshares	Banks	"4.56B
"	0
SFE	Safeguard Scientifics	Capital Markets	"104.98M
"	0
SFET	Safe-T Group	Software	"23.02M
"	0
SFL	SFL Corporation Ltd.	"""Oil, Gas & Consumable Fuels"""	"1.18B
"	0
SFST	Southern First Bancshares	Banks	"467.40M
"	0
SG	Sweetgreen	Insurance	"3.28B
"	0
SGBX	SG Blocks	Machinery	"24.45M
"	0
SGC	Superior Group of Companies	"""Textiles, Apparel & Luxury Goods"""	"329.96M
"	0
SGEN	Seagen	Biotechnology	"25.19B
"	0
SGFY	Signify Health	Health Information Services	"2.29B
"	0
SGHC	Super Group (SGHC)	Shell Companies	"449.68M
"	0
SGHT	Sight Sciences	Medical Devices	"691.64M
"	0
SGII	Seaport Global Acquisition II	Blank Check / SPAC	"154.38M
"	0
SGLB	Sigma Labs	Aerospace & Defense	"24.36M
"	0
SGLY	Singularity Future Technology	Integrated Freight & Logistics	"84.48M
"	0
SGMA	SigmaTron International	"""Electronic Equipment, Instruments & C..."""	"47.19M
"	0
SGML	Sigma Lithium	Other Industrial Metals & Mining	"0.00
"	0
SGMO	Sangamo Therapeutics	Biotechnology	"894.44M
"	0
SGMS	Scientific Games	"""Hotels, Restaurants & Leisure"""	"5.78B
"	0
SGRP	SPAR Group	Media	"26.58M
"	0
SGRY	Surgery Partners	Health Care Providers & Services	"4.00B
"	0
SGTX	Sigilon Therapeutics	Biotechnology	"61.39M
"	0
SGU	Star Group	Gas Utilities	"406.96M
"	0
SHAC	SCP & CO Healthcare Acquisition Company	Blank Check / SPAC	"278.59M
"	0
SHAK	Shake Shack	"""Hotels, Restaurants & Leisure"""	"2.61B
"	0
SHAP	Spree Acquisition 1	Blank Check / SPAC	"226.94M
"	0
SHBI	Shore Bancshares	Banks	"397.40M
"	0
SHC	Sotera Health Company	Diagnostics & Research	"6.07B
"	0
SHCA	Spindletop Health Acquisition	Blank Check / SPAC	"248.00M
"	0
SHCR	Sharecare	Health Information Services	"1.15B
"	0
SHEL	Shell	"""Oil, Gas & Consumable Fuels"""	"0.00
"	0
SHG	Shinhan Financial Group Co.	Banks	"16.78B
"	0
SHI	Sinopec Shanghai Petrochemical Company	Chemicals	"5.09B
"	0
SHIP	Seanergy Maritime Holdings	Marine	"185.21M
"	0
SHLS	Shoals Technologies Group	Solar	"1.80B
"	0
SHLX	Shell Midstream Partners	"""Oil, Gas & Consumable Fuels"""	"5.08B
"	0
SHPW	Shapeways Holdings	Specialty Industrial Machinery	"153.10M
"	0
SHW	The Sherwin-Williams Company	Chemicals	"76.85B
"	0
SHYF	The Shyft Group	Machinery	"1.51B
"	0
SI	Silvergate Capital	Banks	"3.37B
"	0
SIBN	SI-BONE	Health Care Equipment & Supplies	"663.43M
"	0
SID	Companhia Siderurgica Nacional	Metals & Mining	"6.79B
"	0
SIDU	Sidus Space	Aerospace & Defense	"183.55M
"	0
SIEB	Siebert Financial	Capital Markets	"70.48M
"	0
SIEN	Sientra	Health Care Equipment & Supplies	"179.33M
"	0
SIER	Sierra Lake Acquisition	Blank Check / SPAC	"367.50M
"	0
SIF	SIFCO Industries	Aerospace & Defense	"37.91M
"	0
SIFY	Sify Technologies	Diversified Telecommunication Services	"588.63M
"	0
SIG	Signet Jewelers	Specialty Retail	"4.53B
"	0
SIGA	SIGA Technologies	Pharmaceuticals	"495.10M
"	0
SIGI	Selective Insurance Group	Insurance	"4.79B
"	0
SII	Sprott	Capital Markets	"886.60M
"	0
SILC	Silicom	Communications Equipment	"312.36M
"	0
SILK	Silk Road Medical	Health Care Equipment & Supplies	"1.14B
"	0
SILV	SilverCrest Metals	Metals & Mining	"1.11B
"	0
SIM	Grupo Simec	Metals & Mining	"3.87B
"	0
SIMO	Silicon Motion Technology	Semiconductors & Semiconductor Equipment	"2.78B
"	0
SINT	SINTX Technologies	Health Care Equipment & Supplies	"13.34M
"	0
SIOX	Sio Gene Therapies	Biotechnology	"66.14M
"	0
SIRI	Sirius XM Holdings	Media	"27.04B
"	0
SISI	Shineco	Personal Products	"30.43M
"	0
SITC	SITE Centers	Equity Real Estate Investment Trusts...	"3.13B
"	0
SITM	SiTime	Semiconductors & Semiconductor Equipment	"4.86B
"	0
SIVB	SVB Financial Group	Banks	"35.59B
"	0
SJ	Scienjoy Holding	Broadcasting	"202.34M
"	0
SJI	South Jersey Industries	Gas Utilities	"2.85B
"	0
SJR	Shaw Communications	Media	"14.71B
"	0
SJW	SJW Group	Water Utilities	"2.01B
"	0
SKE	Skeena Resources	Other Industrial Metals & Mining	"664.32M
"	0
SKIL	Skillsoft	Education & Training Services	"1.01B
"	0
SKIN	The Beauty Health Company	Household & Personal Products	"2.14B
"	0
SKM	SK Telecom Co.	Wireless Telecommunication Services	"10.49B
"	0
SKT	Tanger Factory Outlet Centers	Equity Real Estate Investment Trusts...	"1.76B
"	0
SKYA	Skydeck Acquisition	Blank Check / SPAC	"269.59M
"	0
SKYH	Sky Harbour Group	Shell Companies	"106.24M
"	0
SKYT	SkyWater Technology	Semiconductors	"397.24M
"	0
SKYW	SkyWest	Airlines	"1.97B
"	0
SLAB	Silicon Laboratories	Semiconductors & Semiconductor Equipment	"6.65B
"	0
SLB	Schlumberger	Energy Equipment & Services	"55.46B
"	0
SLCA	U.S. Silica Holdings	Energy Equipment & Services	"759.13M
"	0
SLCR	Silver Crest Acquisition	Blank Check / SPAC	"421.55M
"	0
SLDB	Solid Biosciences	Biotechnology	"142.28M
"	0
SLDP	Solid Power	Electrical Equipment & Parts	"56.75M
"	0
SLF	Sun Life Financial	Insurance	"33.59B
"	0
SLGC	SomaLogic	Health Information Services	"1.64B
"	0
SLGL	Sol-Gel Technologies	Pharmaceuticals	"174.09M
"	0
SLGN	Silgan Holdings	Containers & Packaging	"5.02B
"	0
SLHG	Skylight Health Group	Medical Care Facilities	"41.96M
"	0
SLI	Standard Lithium	Other Industrial Metals & Mining	"1.26B
"	0
SLM	SLM Corporation	Consumer Finance	"5.37B
"	0
SLNG	Stabilis Solutions	"""Oil, Gas & Consumable Fuels"""	"66.34M
"	0
SLNH	Soluna Holdings	Scientific & Technical Instruments	"120.03M
"	0
SLNO	Soleno Therapeutics	Biotechnology	"29.23M
"	0
SLQT	SelectQuote	Insurance Brokers	"1.23B
"	0
SLRC	SLR Investment	Capital Markets	"782.25M
"	0
SLRX	Salarius Pharmaceuticals	Biotechnology	"21.83M
"	0
SLS	SELLAS Life Sciences Group	Biotechnology	"88.16M
"	0
SLVM	Sylvamo	Paper & Paper Products	"1.38B
"	0
SLVR	SilverSPAC	Blank Check / SPAC	"299.38M
"	0
SM	SM Energy Company	"""Oil, Gas & Consumable Fuels"""	"4.25B
"	0
SMAP	SportsMap Tech Acquisition	Blank Check / SPAC	"148.69M
"	0
SMAR	Smartsheet	Software	"8.00B
"	0
SMBC	Southern Missouri Bancorp	Thrifts & Mortgage Finance	"487.19M
"	0
SMBK	SmartFinancial	Banks	"449.14M
"	0
SMCI	Super Micro Computer	"""Technology Hardware, Storage & Periph..."""	"2.13B
"	0
SMED	Sharps Compliance	Health Care Providers & Services	"129.99M
"	0
SMFG	Sumitomo Mitsui Financial Group	Banks	"50.17B
"	0
SMFR	Sema4 Holdings	Health Information Services	"798.08M
"	0
SMG	The Scotts Miracle-Gro Company	Chemicals	"8.07B
"	0
SMHI	Seacor Marine Holdings	Energy Equipment & Services	"109.48M
"	0
SMID	Smith-Midland	Construction Materials	"138.35M
"	0
SMIH	Summit Healthcare Acquisition	Blank Check / SPAC	"248.49M
"	0
SMIT	Schmitt Industries	"""Electronic Equipment, Instruments & C..."""	"19.40M
"	0
SMLP	Summit Midstream Partners LP	"""Oil, Gas & Consumable Fuels"""	"172.22M
"	0
SMLR	Semler Scientific	Health Care Equipment & Supplies	"529.47M
"	0
SMMF	Summit Financial Group	Banks	"352.47M
"	0
SMMT	Summit Therapeutics	Biotechnology	"223.77M
"	0
SMP	Standard Motor Products	Auto Components	"1.05B
"	0
SMRT	SmartRent	Software-Application	"1.52B
"	0
SMSI	Smith Micro Software	Software	"224.81M
"	0
SMTC	Semtech	Semiconductors & Semiconductor Equipment	"4.63B
"	0
SMTI	Sanara MedTech	Medical Instruments & Supplies	"176.38M
"	0
SMTS	Sierra Metals	Metals & Mining	"208.34M
"	0
SMWB	Similarweb	Internet Content & Information	"1.06B
"	0
SNA	Snap-on	Machinery	"11.25B
"	0
SNAX	Stryve Foods	Packaged Foods	"30.39M
"	0
SNCR	Synchronoss Technologies	Software	"177.57M
"	0
SNCY	Sun Country Airlines Holdings	Airlines	"1.53B
"	0
SND	Smart Sand	Energy Equipment & Services	"89.63M
"	0
SNDA	Sonida Senior Living	Medical Care Facilities	"192.47M
"	0
SNDR	Schneider National	Road & Rail	"4.58B
"	0
SNDX	Syndax Pharmaceuticals	Biotechnology	"907.17M
"	0
SNES	SenesTech	Pharmaceuticals	"11.56M
"	0
SNEX	StoneX Group	Capital Markets	"1.33B
"	0
SNFCA	Security National Financial	Thrifts & Mortgage Finance	"189.86M
"	0
SNGX	Soligenix	Biotechnology	"27.43M
"	0
SNII	Supernova Partners Acquisition Company II	Blank Check / SPAC	"430.39M
"	0
SNMP	Evolve Transition Infrastructure LP	"""Oil, Gas & Consumable Fuels"""	"48.52M
"	0
SNN	Smith & Nephew	Health Care Equipment & Supplies	"15.01B
"	0
SNOA	Sonoma Pharmaceuticals	Pharmaceuticals	"11.86M
"	0
SNP	China Petroleum & Chemical	"""Oil, Gas & Consumable Fuels"""	"76.71B
"	0
SNPS	Synopsys	Software	"47.85B
"	0
SNPX	Synaptogenix	Biotechnology	"67.35M
"	0
SNRH	Senior Connect Acquisition I	Blank Check / SPAC	"506.63M
"	0
SNSE	Sensei Biotherapeutics	Biotechnology	"152.07M
"	0
SNT	Senstar Technologies	"""Electronic Equipment, Instruments & C..."""	"58.15M
"	0
SNTG	Sentage Holdings	Credit Services	"11.20M
"	0
SNV	Synovus Financial	Banks	"7.33B
"	0
SNX	Synnex	"""Electronic Equipment, Instruments & C..."""	"10.04B
"	0
SNY	Sanofi	Pharmaceuticals	"129.34B
"	0
SOHO	Sotherly Hotels	Equity Real Estate Investment Trusts...	"36.28M
"	0
SOHU	Sohu.com	Interactive Media & Services	"718.13M
"	0
SOI	Solaris Oilfield Infrastructure	Energy Equipment & Services	"255.98M
"	0
SOL	ReneSola	Construction & Engineering	"380.83M
"	0
SOND	Sonder Holdings	Lodging	"84.02M
"	0
SONM	Sonim Technologies	"""Technology Hardware, Storage & Periph..."""	"11.52M
"	0
SONN	Sonnet BioTherapeutics Holdings	Biotechnology	"20.39M
"	0
SONO	Sonos	Household Durables	"3.28B
"	0
SONX	Sonendo	Medical Devices	"200.61M
"	0
SOPH	SOPHiA GENETICS	Health Information Services	"753.52M
"	0
SOS	SOS Limited	Software-Infrastructure	"179.87M
"	0
SOTK	Sono-Tek	"""Electronic Equipment, Instruments & C..."""	"96.99M
"	0
SOVO	Sovos Brands	Packaged Foods	"1.48B
"	0
SP	SP Plus	Commercial Services & Supplies	"638.17M
"	0
SPB	Spectrum Brands Holdings	Household Products	"3.69B
"	0
SPCB	SuperCom	"""Electronic Equipment, Instruments & C..."""	"14.76M
"	0
SPFI	South Plains Financial	Banks	"502.26M
"	0
SPG	Simon Property Group	Equity Real Estate Investment Trusts...	"48.43B
"	0
SPGI	S&P Global	Capital Markets	"100.61B
"	0
SPGS	Simon Property Group Acquisition Holdings	Blank Check / SPAC	"420.04M
"	0
SPH	Suburban Propane Partners	Gas Utilities	"947.60M
"	0
SPI	SPI Energy Co.	Semiconductors & Semiconductor Equipment	"74.69M
"	0
SPIR	Spire Global	Payroll Services	"351.82M
"	0
SPK	SPK Acquisition	Blank Check / SPAC	"78.30M
"	0
SPLK	Splunk	Software	"19.69B
"	0
SPLP	Steel Partners Holdings LP	Industrial Conglomerates	"732.47M
"	0
SPNE	SeaSpine Holdings	Health Care Equipment & Supplies	"435.12M
"	0
SPNS	Sapiens International	Software	"1.75B
"	0
SPNT	SiriusPoint	Insurance-Reinsurance	"1.37B
"	0
SPOK	Spok Holdings	Wireless Telecommunication Services	"191.11M
"	0
SPPI	Spectrum Pharmaceuticals	Biotechnology	"128.75M
"	0
SPRB	Spruce Biosciences	Biotechnology	"62.18M
"	0
SPRC	SciSparc	Biotechnology	"789.61M
"	0
SPRO	Spero Therapeutics	Biotechnology	"361.38M
"	0
SPSC	SPS Commerce	Software	"4.48B
"	0
SPT	Sprout Social	Software	"3.76B
"	0
SPTK	SportsTek Acquisition	Blank Check / SPAC	"209.37M
"	0
SPTN	SpartanNash Company	Food & Staples Retailing	"907.60M
"	0
SPWH	Sportsman's Warehouse Holdings	Specialty Retail	"483.56M
"	0
SPWR	SunPower	Semiconductors & Semiconductor Equipment	"2.86B
"	0
SPXC	SPX Corporation	Machinery	"2.38B
"	0
SQFT	Presidio Property Trust	REIT-Diversified	"44.26M
"	0
SQL	SeqLL	Diagnostics & Research	"20.09M
"	0
SQM	Sociedad Quimica y Minera de Chile	Chemicals	"16.20B
"	0
SQNS	Sequans Communications	Semiconductors & Semiconductor Equipment	"164.11M
"	0
SQSP	Squarespace	Software-Infrastructure	"4.62B
"	0
SQZ	SQZ Biotechnologies Company	Biotechnology	"223.97M
"	0
SR	Spire	Gas Utilities	"3.43B
"	0
SRAD	Sportradar Group AG	Software-Application	"4.04B
"	0
SRAX	"""SRAX, Inc."""	Media	"130.22M
"	0
SRC	Spirit Realty Capital	Equity Real Estate Investment Trusts...	"6.02B
"	0
SRCL	Stericycle	Commercial Services & Supplies	"5.45B
"	0
SRDX	SurModics	Health Care Equipment & Supplies	"634.76M
"	0
SRE	Sempra Energy	Multi-Utilities	"43.47B
"	0
SREV	ServiceSource International	IT Services	"101.05M
"	0
SRG	Seritage Growth Properties	Equity Real Estate Investment Trusts...	"452.02M
"	0
SRGA	Surgalign Holdings	Medical Devices	"103.07M
"	0
